,station_name,distance_to,name,price,rating,review_count,address,category
0,21st & Passyunk,833.5611446548486,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
1,Huntingdon & Collins,1317.0022924618593,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
2,Huntingdon & Collins,1481.975664120468,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
3,Main & Shurs,69.04129708265654,Manayunk Brewery,$$,3.4,811,"4120 Main St, Philadelphia, PA 19127","New American, Breweries, American"
4,University City Station,1388.51469722382,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
5,Broad & Carpenter,1514.6941438063527,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
6,Broad & Carpenter,1080.6594541849931,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
7,Broad & Carpenter,992.0686390281248,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
8,Broad & Carpenter,1311.8237583238244,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
9,34th & Spruce,1729.265227518795,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
10,20th & Market,1628.143351110892,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
11,20th & Market,839.3114092708053,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
12,20th & Market,1053.9453166813553,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
13,"11th & Pine, Kahn Park",765.9759441870724,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
14,"11th & Pine, Kahn Park",609.9682691457539,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
15,"11th & Pine, Kahn Park",1393.2967619608337,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
16,Front & Queen,1315.9868030472087,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
17,18th & JFK Curbside,1479.2138992417572,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
18,18th & JFK Curbside,720.9601491493074,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
19,18th & JFK Curbside,736.8823675497885,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
20,8th & Diamond,1434.1668085557578,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
21,Temple University Station,1531.1288089177092,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
22,"11th & Poplar, John F. Street Community Center",993.7999121790998,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
23,"11th & Poplar, John F. Street Community Center",1105.5828612555545,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
24,7th & Fitzwater,1448.0604833635125,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
25,7th & Fitzwater,1280.928483033632,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
26,7th & Fitzwater,1320.1145801501418,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
27,6th & S Washington Square,664.0431226945635,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
28,6th & S Washington Square,1449.8853865273222,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
29,6th & S Washington Square,1054.2820482261877,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
30,2nd & George,915.5618201455692,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
31,2nd & George,1078.5104710909438,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
32,2nd & George,1176.7792303237786,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
33,Broad & Cecil B. Moore,1487.3559216203985,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
34,16th & Callowhill,797.1103855166231,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
35,16th & Callowhill,1394.3022995973283,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
36,16th & Callowhill,1103.9897304273147,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
37,22nd & Spring Garden,749.7738523776284,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
38,Girard & Palmer,714.0199890172613,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
39,Girard & Palmer,77.99388938843697,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
40,18th & JFK,1491.1741885146328,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
41,18th & JFK,692.1234366824326,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
42,18th & JFK,680.3612089973062,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
43,12th & Callowhill,1106.2350975347438,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
44,12th & Callowhill,982.3022032909588,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
45,12th & Callowhill,1544.0395779281803,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
46,12th & Callowhill,1066.8375573125318,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
47,12th & Callowhill,1676.0785236188651,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
48,19th & Market,720.3478462135557,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
49,19th & Market,874.2097104138259,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
50,19th & Lombard,869.9289482257019,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
51,19th & Lombard,500.03852712751507,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
52,19th & Lombard,1061.1854622444007,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
53,17th & Girard,593.219584311768,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
54,17th & Girard,1877.5105160815554,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
55,Health Sciences Drive,1562.0341066050376,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
56,"York-Dauphin Station, MFL",1020.0305174389448,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
57,"York-Dauphin Station, MFL",1553.1601090201782,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
58,16th & Chestnut,409.10009757433994,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
59,16th & Chestnut,440.67262813873725,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
60,16th & Chestnut,1680.8687574933526,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
61,22nd & Federal,174.06328940507228,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
62,22nd & Federal,1419.1080617401838,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
63,22nd & Federal,1497.330626429419,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
64,22nd & Federal,2040.379682015155,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
65,8th & Chestnut,1396.4344417691357,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
66,8th & Chestnut,715.5390693170297,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
67,8th & Chestnut,1218.6911707580284,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
68,8th & Chestnut,862.2997830654497,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
69,Pennsylvania Convention Center,1488.7585769068296,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
70,Pennsylvania Convention Center,1442.7822749966892,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
71,Pennsylvania Convention Center,455.0470831452356,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
72,Pennsylvania Convention Center,935.5793406200917,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
73,Pennsylvania Convention Center,1589.154873853506,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
74,"Berks Station, MFL",346.9155770892082,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
75,"Berks Station, MFL",967.7119192489117,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
76,26th & Poplar,1318.5354559698176,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
77,13th & Mifflin,537.7126121218312,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
78,13th & Mifflin,1767.676458315529,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
79,Ridge & Master,988.1528406314387,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
80,2nd & Lombard,766.416316278158,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
81,2nd & Lombard,1734.0393836125286,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
82,13th & Spruce,498.92345412797295,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
83,13th & Spruce,412.22819980748324,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
84,13th & Spruce,1640.2349499884372,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
85,The Children's Hospital of Philadelphia (CHOP),1584.353706363774,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
86,Corinthian & Poplar,637.5673616548846,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
87,18th & Vine,1021.4118333515138,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
88,18th & Vine,1170.170591640462,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
89,18th & Vine,1039.1677537198561,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
90,21st & Catharine,367.9019110216475,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
91,21st & Catharine,994.8530989474393,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
92,21st & Catharine,1553.070339699591,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
93,18th & Chestnut,491.5262881765858,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
94,18th & Chestnut,703.4848640587768,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
95,18th & Chestnut,1579.7609244164755,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
96,30th & Oakford,1189.2550216032796,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
97,2nd & Race,874.7320933132464,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
98,2nd & Race,591.5127891973896,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
99,Darien & Catharine,1997.378762409822,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
100,Darien & Catharine,1327.4294741855806,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
101,Darien & Catharine,1511.1438755769077,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
102,Darien & Catharine,1298.6797974054389,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
103,Moyamensing & Ritner,1052.047028856282,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
104,9th & Race,939.3208742298333,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
105,9th & Race,1688.008718336749,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
106,9th & Race,859.2913640031134,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
107,9th & Race,1418.8967024075434,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
108,9th & Race,1113.6808765402761,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
109,York & Trenton,833.62578804885,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
110,York & Trenton,1089.1878440333664,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
111,York & Aramingo,1053.8866746147332,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
112,York & Aramingo,681.6290722875093,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
113,5th & Wolf,1596.068468282977,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
114,12th & Carpenter,1610.2408004370336,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
115,12th & Carpenter,1347.356059452227,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
116,12th & Carpenter,1084.6628072002868,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
117,12th & Carpenter,1291.8461738390572,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
118,Grays Ferry & Pemberton,594.5677897398496,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
119,Grays Ferry & Pemberton,1170.0502111760866,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
120,"18th & Fernon, Aquinas Center",534.6027748961988,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
121,"18th & Fernon, Aquinas Center",1007.9079126988005,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
122,17th & Spring Garden,470.9964126622482,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
123,17th & Spring Garden,1435.2008899249715,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
124,24th & Jackson,1166.3979824105666,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
125,27th & Girard,1420.014102110751,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
126,17th & Pine,199.6943130325792,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
127,17th & Pine,752.7721095177476,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
128,17th & Pine,1134.5885122150196,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
129,11th & South,913.1389683566124,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
130,11th & South,853.292784385625,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
131,11th & South,1451.635021902087,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
132,12th & Walnut,207.38274251745693,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
133,12th & Walnut,1782.09630388661,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
134,12th & Walnut,653.5271156252147,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
135,12th & Walnut,1414.243241574456,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
136,30th & Reed,1331.798516153591,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
137,Foglietta Plaza,421.5841069256767,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
138,9th & Spring Garden,472.54865811073876,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
139,9th & Spring Garden,1328.583624842073,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
140,9th & Spring Garden,1515.7096859695498,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
141,9th & Spring Garden,1584.124347745701,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
142,6th & Girard,1017.5830814502457,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
143,6th & Girard,1254.0101228009607,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
144,12th & Passyunk,711.3960873237577,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
145,12th & Passyunk,1721.3902873127129,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
146,18th & Christian,624.6816610736189,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
147,18th & Christian,842.1784532341493,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
148,18th & Christian,1338.4484037129484,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
149,Pencoyd Bridge,875.7527550558137,Manayunk Brewery,$$,3.4,811,"4120 Main St, Philadelphia, PA 19127","New American, Breweries, American"
150,"8th & Mifflin, Bok Building",1158.483442552893,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
151,25th & Locust,1182.4750903482463,Dock Street Brewery South,$$,3.7,134,"2118 Washington Ave, Philadelphia, PA 19146","Venues & Event Spaces, Brewpubs"
152,25th & Locust,1104.676613554454,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
153,Broad & Girard,723.094659512621,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
154,Broad & Girard,1618.8465829594188,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
155,2nd & Brown,554.3859210230819,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
156,2nd & Brown,1539.6909909988283,Evil Genius Beer,$$,4.1,317,"1727 N Front St, Philadelphia, PA 19122","Breweries, Beer Gardens"
157,2nd & Brown,1497.036583707947,Kraftwork,$$,4.1,590,"541 E Girard Ave, Philadelphia, PA 19125","Gastropubs, New American, Breakfast & Brunch"
158,4th & Wood,481.753483920086,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
159,4th & Wood,908.5670226974797,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
160,4th & Wood,1607.04391629999,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
161,4th & Christian,1392.7824676133805,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
162,4th & Christian,1801.8005031389914,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
163,Broad & Passyunk ,353.27242387925895,Second District Brewing,$$,4.1,126,"1939 S Bancroft St, Philadelphia, PA 19145","Breweries, Beer Bar, American"
164,5th & Willow,174.20928920679324,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
165,5th & Willow,1233.7876423226978,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
166,5th & Willow,1648.0976267675057,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
167,11th & Wood,889.1887390188066,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
168,11th & Wood,1280.4189016757093,Bar Hygge,$$,4.4,525,"1720 Fairmount Ave, Philadelphia, PA 19130","Comfort Food, Breakfast & Brunch, Brewpubs"
169,11th & Wood,1527.7289603815416,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
170,11th & Wood,1014.5846408596835,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
171,11th & Wood,1499.7107509338662,Khyber Pass Pub,$$,4.2,942,"56 S 2nd St, Philadelphia, PA 19106","Gastropubs, Pubs, American"
172,12th & Filbert,1430.1049533583152,Yards Brewing Company,$$,4.4,1048,"500 Spring Garden St, Philadelphia, PA 19123","Breweries, Venues & Event Spaces, New American"
173,12th & Filbert,365.0509450869507,McGillin's Olde Ale House,$$,3.8,1165,"1310 Drury St, Philadelphia, PA 19107","Irish Pub, Venues & Event Spaces"
174,12th & Filbert,915.0442661327613,Monk's Cafe,$$,4.0,2432,"264 S 16th St, Philadelphia, PA 19102","Pubs, Belgian"
