,distance_to,source,station_name,review_count,rating,name,price,poi_longitude,category,poi_latitude,address,Unnamed: 0,station_longitude,station_latitude,num_bikes
1085,1338.4484037129484,Yelp,18th & Christian,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",103,-75.17227,39.94077,4
1087,1158.483442552893,Yelp,"8th & Mifflin, Bok Building",126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",107,-75.15954,39.92545,5
1100,353.2724238792589,Yelp,Broad & Passyunk ,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",113,-75.16904,39.92552,12
1088,1182.4750903482463,Yelp,25th & Locust,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",108,-75.18097,39.94974,8
1089,1104.676613554454,Yelp,25th & Locust,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",108,-75.18097,39.94974,8
1090,723.094659512621,Yelp,Broad & Girard,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",109,-75.15993,39.97157,2
1091,1618.8465829594188,Yelp,Broad & Girard,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",109,-75.15993,39.97157,2
1092,554.3859210230819,Yelp,2nd & Brown,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",110,-75.14099,39.96304,10
1093,1539.6909909988285,Yelp,2nd & Brown,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",110,-75.14099,39.96304,10
1094,1497.036583707947,Yelp,2nd & Brown,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",110,-75.14099,39.96304,10
1095,481.753483920086,Yelp,4th & Wood,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",111,-75.14575,39.95673,4
1096,908.5670226974796,Yelp,4th & Wood,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",111,-75.14575,39.95673,4
1097,1607.04391629999,Yelp,4th & Wood,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",111,-75.14575,39.95673,4
1098,1392.7824676133805,Yelp,4th & Christian,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",112,-75.15038,39.93704,14
1074,421.5841069256767,Yelp,Foglietta Plaza,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",96,-75.1425,39.94509,23
1073,1331.798516153591,Yelp,30th & Reed,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",94,-75.19447,39.93633,1
1072,1414.243241574456,Yelp,12th & Walnut,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",93,-75.16081,39.949,6
1071,653.5271156252147,Yelp,12th & Walnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",93,-75.16081,39.949,6
1048,1053.8866746147332,Yelp,York & Aramingo,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",78,-75.12157,39.97576,10
1049,681.6290722875093,Yelp,York & Aramingo,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",78,-75.12157,39.97576,10
1050,1596.068468282977,Yelp,5th & Wolf,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",79,-75.1562,39.92,10
1051,1610.2408004370336,Yelp,12th & Carpenter,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",80,-75.16351,39.93866,11
1052,1347.356059452227,Yelp,12th & Carpenter,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",80,-75.16351,39.93866,11
1053,1084.6628072002868,Yelp,12th & Carpenter,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",80,-75.16351,39.93866,11
1054,1291.8461738390572,Yelp,12th & Carpenter,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",80,-75.16351,39.93866,11
1055,594.5677897398496,Yelp,Grays Ferry & Pemberton,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",81,-75.18128,39.94431,9
1056,1170.0502111760866,Yelp,Grays Ferry & Pemberton,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",81,-75.18128,39.94431,9
1057,534.6027748961988,Yelp,"18th & Fernon, Aquinas Center",126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",84,-75.17474,39.93082,12
1058,1007.9079126988004,Yelp,"18th & Fernon, Aquinas Center",134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",84,-75.17474,39.93082,12
1059,470.9964126622482,Yelp,17th & Spring Garden,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",85,-75.16606,39.96289,3
1060,1435.2008899249715,Yelp,17th & Spring Garden,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",85,-75.16606,39.96289,3
1061,1166.3979824105666,Yelp,24th & Jackson,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",86,-75.18672,39.92528,5
1062,1420.014102110751,Yelp,27th & Girard,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",87,-75.1801,39.97408,4
1063,199.6943130325792,Yelp,17th & Pine,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",90,-75.1698,39.94633,20
1064,752.7721095177476,Yelp,17th & Pine,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",90,-75.1698,39.94633,20
1065,1134.5885122150196,Yelp,17th & Pine,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",90,-75.1698,39.94633,20
1066,913.1389683566124,Yelp,11th & South,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",91,-75.15955,39.94295,12
1067,853.292784385625,Yelp,11th & South,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",91,-75.15955,39.94295,12
1068,1451.635021902087,Yelp,11th & South,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",91,-75.15955,39.94295,12
1069,207.38274251745693,Yelp,12th & Walnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",93,-75.16081,39.949,6
1070,1782.09630388661,Yelp,12th & Walnut,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",93,-75.16081,39.949,6
1099,1801.8005031389916,Yelp,4th & Christian,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",112,-75.15038,39.93704,14
1101,174.20928920679324,Yelp,5th & Willow,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",115,-75.14745,39.95946,5
1046,833.62578804885,Yelp,York & Trenton,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",77,-75.12732,39.98131,4
1141,737.6094266429538,Yelp,18th & Walnut,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",143,-75.17126,39.95029,11
1130,923.7664382475882,Yelp,8th & Market,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",131,-75.15457,39.95112,3
1131,1356.763803657787,Yelp,7th & South,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",132,-75.15399,39.94234,3
1132,1088.1330322839588,Yelp,7th & South,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",132,-75.15399,39.94234,3
1133,1146.5697059145034,Yelp,7th & South,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",132,-75.15399,39.94234,3
1134,921.2516148095156,Yelp,"Ridge & Pensdale, Kendrick Recreation Center",811.0,3.4,Manayunk Brewery,$$,,"New American, Breweries, American",,"4120 Main St, Philadelphia, PA 19127",133,-75.21106,40.02826,8
1135,331.1837345181848,Yelp,20th & Fairmount,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",137,-75.17001,39.96716,6
1136,995.6869661391994,Yelp,24th & Pennsylvania ,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",138,-75.17765,39.96566,6
1137,1856.9270859621083,Yelp,30th Street Station East,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",139,-75.18091,39.95486,17
1138,1338.4584619774623,Yelp,30th Street Station East,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",139,-75.18091,39.95486,17
1139,1382.830590272267,Yelp,Schuylkill Banks Pergola,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",140,-75.18177,39.96383,14
1140,383.5462740737016,Yelp,18th & Walnut,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",143,-75.17126,39.95029,11
1142,1412.4143639291028,Yelp,18th & Walnut,134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",143,-75.17126,39.95029,11
1102,1233.7876423226978,Yelp,5th & Willow,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",115,-75.14745,39.95946,5
1143,898.9144341847752,Yelp,Del. River Trail & Penn St.,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",144,-75.13641,39.96175,2
1144,1602.4767842109245,Yelp,Del. River Trail & Penn St.,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",144,-75.13641,39.96175,2
1145,1332.795333477859,Yelp,Del. River Trail & Penn St.,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",144,-75.13641,39.96175,2
1146,1484.7816682702448,Yelp,20th & Cuthbert,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",146,-75.17298,39.95485,3
1147,889.9166417995269,Yelp,20th & Cuthbert,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",146,-75.17298,39.95485,3
1148,1021.0754858245348,Yelp,20th & Cuthbert,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",146,-75.17298,39.95485,3
1149,1461.1784193313397,Yelp,17th & JFK,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",147,-75.16783,39.95405,1
1150,613.247331421932,Yelp,17th & JFK,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",147,-75.16783,39.95405,1
1151,707.0492856357188,Yelp,17th & JFK,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",147,-75.16783,39.95405,1
1152,1078.0314123353326,Yelp,3rd & Girard,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",150,-75.1418,39.96984,21
1153,941.4578544607624,Yelp,3rd & Girard,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",150,-75.1418,39.96984,21
1129,1229.525230610973,Yelp,8th & Market,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",131,-75.15457,39.95112,3
1128,691.7717669363665,Yelp,8th & Market,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",131,-75.15457,39.95112,3
1127,1275.2511588561874,Yelp,8th & Market,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",131,-75.15457,39.95112,3
1126,1495.0878054182826,Yelp,7th & Dickinson,126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",129,-75.15636,39.9302,12
1103,1648.0976267675055,Yelp,5th & Willow,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",115,-75.14745,39.95946,5
1104,889.1887390188066,Yelp,11th & Wood,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",117,-75.15668,39.95817,4
1105,1280.418901675709,Yelp,11th & Wood,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",117,-75.15668,39.95817,4
1106,1527.7289603815416,Yelp,11th & Wood,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",117,-75.15668,39.95817,4
1107,1014.5846408596836,Yelp,11th & Wood,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",117,-75.15668,39.95817,4
1108,1499.7107509338662,Yelp,11th & Wood,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",117,-75.15668,39.95817,4
1109,1430.1049533583152,Yelp,12th & Filbert,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",119,-75.15979,39.95273,9
1110,365.0509450869507,Yelp,12th & Filbert,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",119,-75.15979,39.95273,9
1111,915.0442661327612,Yelp,12th & Filbert,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",119,-75.15979,39.95273,9
1112,1402.3776884276608,Yelp,12th & Filbert,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",119,-75.15979,39.95273,9
1113,763.1805722503289,Yelp,23rd & Fairmount,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",121,-75.17507,39.96744,7
1114,1210.310977086262,Yelp,Philadelphia Museum of Art,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",122,-75.17987,39.96439,1
1115,1322.732754214805,Yelp,16th & Arch,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",123,-75.1662,39.95523,3
1116,632.098434596951,Yelp,16th & Arch,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",123,-75.1662,39.95523,3
1117,855.876314739997,Yelp,16th & Arch,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",123,-75.1662,39.95523,3
1118,521.324363393017,Yelp,"18th & Washington, Chew Playground",134.0,3.7,Dock Street Brewery South,$$,,"Venues & Event Spaces, Brewpubs",,"2118 Washington Ave, Philadelphia, PA 19146",125,-75.17327,39.9384,16
1119,1358.7479042734317,Yelp,"18th & Washington, Chew Playground",126.0,4.1,Second District Brewing,$$,,"Breweries, Beer Bar, American",,"1939 S Bancroft St, Philadelphia, PA 19145",125,-75.17327,39.9384,16
1120,1118.0718999033472,Yelp,"18th & Washington, Chew Playground",2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",125,-75.17327,39.9384,16
1121,1601.4525461600383,Yelp,"18th & Washington, Chew Playground",1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",125,-75.17327,39.9384,16
1122,1678.703448823551,Yelp,7th & Passyunk,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",126,-75.15526,39.93638,11
1123,1656.566681753764,Yelp,7th & Passyunk,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",126,-75.15526,39.93638,11
1124,1025.3047381581405,Yelp,Race Street Pier,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",128,-75.13956,39.95367,11
1125,686.0374920351088,Yelp,Race Street Pier,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",128,-75.13956,39.95367,11
1047,1089.1878440333664,Yelp,York & Trenton,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",77,-75.12732,39.98131,4
1045,1113.680876540276,Yelp,9th & Race,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",76,-75.15449,39.95484,3
1155,575.735221074983,Yelp,"Spring Garden Station, MFL",1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",152,-75.1402,39.96036,10
975,714.0199890172613,Yelp,Girard & Palmer,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",34,-75.12813,39.97116,11
964,664.0431226945635,Yelp,6th & S Washington Square,942.0,4.2,Khyber Pass Pub,$$,,"Gastropubs, Pubs, American",,"56 S 2nd St, Philadelphia, PA 19106",28,-75.15138,39.94628,2
965,1449.8853865273222,Yelp,6th & S Washington Square,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",28,-75.15138,39.94628,2
966,1054.2820482261875,Yelp,6th & S Washington Square,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",28,-75.15138,39.94628,2
967,915.5618201455692,Yelp,2nd & George,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",29,-75.13999,39.96727,4
968,1078.5104710909438,Yelp,2nd & George,317.0,4.1,Evil Genius Beer,$$,,"Breweries, Beer Gardens",,"1727 N Front St, Philadelphia, PA 19122",29,-75.13999,39.96727,4
969,1176.7792303237786,Yelp,2nd & George,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",29,-75.13999,39.96727,4
970,1487.3559216203985,Yelp,Broad & Cecil B. Moore,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",30,-75.15777,39.97887,3
971,797.1103855166231,Yelp,16th & Callowhill,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",32,-75.1651,39.96,8
972,1394.3022995973283,Yelp,16th & Callowhill,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",32,-75.1651,39.96,8
973,1103.9897304273147,Yelp,16th & Callowhill,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",32,-75.1651,39.96,8
974,749.7738523776284,Yelp,22nd & Spring Garden,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",33,-75.17385,39.9639,1
976,77.99388938843697,Yelp,Girard & Palmer,590.0,4.1,Kraftwork,$$,,"Gastropubs, New American, Breakfast & Brunch",,"541 E Girard Ave, Philadelphia, PA 19125",34,-75.12813,39.97116,11
989,1061.1854622444007,Yelp,19th & Lombard,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",45,-75.17348,39.94561,7
977,1491.1741885146328,Yelp,18th & JFK,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",36,-75.16902,39.9539,9
978,692.1234366824326,Yelp,18th & JFK,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",36,-75.16902,39.9539,9
979,680.3612089973062,Yelp,18th & JFK,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",36,-75.16902,39.9539,9
980,1106.2350975347438,Yelp,12th & Callowhill,525.0,4.4,Bar Hygge,$$,,"Comfort Food, Breakfast & Brunch, Brewpubs",,"1720 Fairmount Ave, Philadelphia, PA 19130",38,-75.15821,39.95924,1
981,982.3022032909588,Yelp,12th & Callowhill,1048.0,4.4,Yards Brewing Company,$$,,"Breweries, Venues & Event Spaces, New American",,"500 Spring Garden St, Philadelphia, PA 19123",38,-75.15821,39.95924,1
982,1544.0395779281805,Yelp,12th & Callowhill,2432.0,4.0,Monk's Cafe,$$,,"Pubs, Belgian",,"264 S 16th St, Philadelphia, PA 19102",38,-75.15821,39.95924,1
983,1066.8375573125318,Yelp,12th & Callowhill,1165.0,3.8,McGillin's Olde Ale House,$$,,"Irish Pub, Venues & Event Spaces",,"1310 Drury St, Philadelphia, PA 19107",38,-75.15821,39.95924,1
